ID,GeneName,GeneID,UniProtID,STRING_ID
5524,SS18L1,26039,,9606.ENSP00000333012
5525,ADSS1,122622,Q8N142,9606.ENSP00000333019
5526,PHF7,51533,,9606.ENSP00000333024
5527,ACTRT3,84517,,9606.ENSP00000333037
5528,C14orf180,400258,,9606.ENSP00000333041
5529,FIGLA,344018,,9606.ENSP00000333097
5530,PLA2G6,8398,O60733,9606.ENSP00000333142
5531,MARCHF11,441061,,9606.ENSP00000333181
5532,SERPINA5,5104,,9606.ENSP00000333203
5533,CYP2U1,113612,,9606.ENSP00000333212
5534,INPP5J,27124,,9606.ENSP00000333262
5535,UBA7,7318,,9606.ENSP00000333266
5536,NR2C1,7181,,9606.ENSP00000333275
5537,H3C15,333932,,9606.ENSP00000333277
5538,FAAP100,,,9606.ENSP00000333283
5539,SPNS2,124976,,9606.ENSP00000333292
5540,LAMP1,3916,,9606.ENSP00000333298
5541,HSD17B13,345275,,9606.ENSP00000333300
5542,SULT1C3,,Q6IMI6,9606.ENSP00000333310
5543,TUBA8,51807,,9606.ENSP00000333326
5544,USP17L2,377630,,9606.ENSP00000333329
5545,DNAH8,1769,,9606.ENSP00000333363
5546,ARSI,340075,,9606.ENSP00000333395
5547,MRPL40,64976,,9606.ENSP00000333401
5548,SKA2,348235,,9606.ENSP00000333433
5549,TREX2,11219,,9606.ENSP00000333441
5550,MAGEA2,4101,,9606.ENSP00000333487
5551,MAGEA2B,266740,,9606.ENSP00000333487
5552,KCND2,3751,Q9NZV8,9606.ENSP00000333496
5553,SLC24A3,57419,,9606.ENSP00000333519
5554,CYP2F1,,,9606.ENSP00000333534
5555,RAB11B,9230,,9606.ENSP00000333547
5556,PLPBP,11212,,9606.ENSP00000333551
5557,SLC35D3,340146,,9606.ENSP00000333591
5558,NXPH4,11247,,9606.ENSP00000333593
5559,MTA1,9112,,9606.ENSP00000333633
5560,IFNL2,282616,,9606.ENSP00000333639
5561,EYA2,2139,,9606.ENSP00000333640
5562,MX2,4600,,9606.ENSP00000333657
5563,ACAA1,30,,9606.ENSP00000333664
5564,ADI1,55256,,9606.ENSP00000333666
5565,glyA,,P0A827,9606.ENSP00000333667
5566,SHMT2,6472,P34897,9606.ENSP00000333667
5567,MAPK11,5600,Q15759,9606.ENSP00000333685
5568,NPAP1,23742,,9606.ENSP00000333735
5569,BSG,682,,9606.ENSP00000333769
5570,ZNF479,90827,,9606.ENSP00000333776
5571,EVI2B,2124,,9606.ENSP00000333779
5572,MRGPRX2,117194,,9606.ENSP00000333800
5573,ALG12,79087,,9606.ENSP00000333813
5574,MC2R,4158,Q01718,9606.ENSP00000333821
5575,CMTM4,146223,,9606.ENSP00000333833
5576,RPS6KA4,8986,,9606.ENSP00000333896
5577,OIT3,170392,,9606.ENSP00000333900
5578,BTLA,151888,,9606.ENSP00000333919
5579,TTF1,7270,,9606.ENSP00000333920
5580,ABCC5,10057,,9606.ENSP00000333926
5581,TRMT11,60487,,9606.ENSP00000333934
5582,NEXN,91624,,9606.ENSP00000333938
5583,CHST15,51363,,9606.ENSP00000333947
5584,NDEL1,81565,,9606.ENSP00000333982
5585,TRDN,10345,,9606.ENSP00000333984
5586,HAP1,9001,,9606.ENSP00000334002
5587,INTU,27152,,9606.ENSP00000334003
5588,PARVA,55742,,9606.ENSP00000334008
5589,EMC10,284361,,9606.ENSP00000334037
5590,TAC4,255061,,9606.ENSP00000334042
5591,GNAL,2774,,9606.ENSP00000334051
5592,EXOC7,23265,,9606.ENSP00000334100
5593,OR10T2,128360,,9606.ENSP00000334115
5594,FGF3,2248,,9606.ENSP00000334122
5595,KLHDC10,23008,,9606.ENSP00000334140
5596,F3,2152,,9606.ENSP00000334145
5597,RFTN1,23180,,9606.ENSP00000334153
5598,KDM4D,55693,,9606.ENSP00000334181
5599,VWCE,220001,,9606.ENSP00000334186
5600,CACNA1H,8912,O95180,9606.ENSP00000334198
5601,ATP4B,496,P51164,9606.ENSP00000334216
5602,CYP4Z1,199974,,9606.ENSP00000334246
5603,UGT2B28,54490,,9606.ENSP00000334276
5604,TCFL5,10732,,9606.ENSP00000334294
5605,ACTL7A,10881,,9606.ENSP00000334300
5606,SYNE3,161176,,9606.ENSP00000334308
5607,EML1,2009,,9606.ENSP00000334314
5608,PCLO,27445,,9606.ENSP00000334319
5609,UNC5B,219699,,9606.ENSP00000334329
5610,KPNA4,3840,,9606.ENSP00000334373
5611,SLITRK2,84631,,9606.ENSP00000334374
5612,C2CD3,26005,,9606.ENSP00000334379
5613,HOMER1,9456,,9606.ENSP00000334382
5614,FAM9C,171484,,9606.ENSP00000334430
5615,NUDT17,200035,,9606.ENSP00000334437
5616,GNG2,54331,,9606.ENSP00000334448
5617,LYPD6,130574,,9606.ENSP00000334463
5618,FOXE3,2301,,9606.ENSP00000334472
5619,ZMIZ1,57178,,9606.ENSP00000334474
5620,TAL2,6887,,9606.ENSP00000334547
5621,POLR3C,10623,,9606.ENSP00000334564
5622,CYP2R1,120227,Q6VVX0,9606.ENSP00000334592
5623,TMPRSS11A,339967,,9606.ENSP00000334611
5624,PDZD8,118987,,9606.ENSP00000334642
5625,LCE3C,353144,,9606.ENSP00000334644
5626,KCNK18,338567,,9606.ENSP00000334650
5627,TRIM46,80128,,9606.ENSP00000334657
5628,FSCN2,25794,,9606.ENSP00000334665
5629,ERCC6L,54821,,9606.ENSP00000334675
5630,TESC,54997,,9606.ENSP00000334785
5631,USP16,10600,,9606.ENSP00000334808
5632,RAX,30062,,9606.ENSP00000334813
5633,BMP2K,55589,Q9NSY1,9606.ENSP00000334836
5634,TMEM216,51259,,9606.ENSP00000334844
5635,ZACN,353174,,9606.ENSP00000334854
5636,MT1F,4494,,9606.ENSP00000334872
5637,GRK1,6011,,9606.ENSP00000334876
5638,PDE2A,5138,O00408,9606.ENSP00000334910
5639,PTPRB,,,9606.ENSP00000334928
5640,UPK3B,105375355,,9606.ENSP00000334938
5641,GGN,199720,,9606.ENSP00000334940
5642,PTPRU,10076,,9606.ENSP00000334941
5643,CARMIL2,146206,,9606.ENSP00000334958
5644,MT1B,4490,,9606.ENSP00000334998
5645,LCE3A,353142,,9606.ENSP00000335006
5646,RASA3,22821,,9606.ENSP00000335029
5647,ARID2,196528,,9606.ENSP00000335044
5648,WASF3,10810,,9606.ENSP00000335055
5649,HPDL,84842,,9606.ENSP00000335060
5650,PDCD1,5133,,9606.ENSP00000335062
5651,GHRL,51738,,9606.ENSP00000335074
5652,EDARADD,128178,,9606.ENSP00000335076
5653,TMEM17,200728,,9606.ENSP00000335094
5654,HSP90AA1,3320,P07900,9606.ENSP00000335153
5655,VPS39,23339,,9606.ENSP00000335193
5656,GLDN,342035,,9606.ENSP00000335196
5657,BCDIN3D,144233,,9606.ENSP00000335201
5658,ENTPD5,957,O75356,9606.ENSP00000335246
5659,STARD10,10809,,9606.ENSP00000335247
5660,ANGPTL5,253935,,9606.ENSP00000335255
5661,TMLHE,55217,Q9NVH6,9606.ENSP00000335261
5662,SLC51B,123264,,9606.ENSP00000335292
5663,DLST,1743,,9606.ENSP00000335304
5664,DPPA4,55211,,9606.ENSP00000335306
5665,BCL9L,283149,,9606.ENSP00000335320
5666,SF3B1,23451,,9606.ENSP00000335321
5667,CDKN3,1033,,9606.ENSP00000335357
5668,LCE3B,353143,,9606.ENSP00000335358
5669,TRAPPC11,60684,,9606.ENSP00000335371
5670,ZPBP2,124626,,9606.ENSP00000335384
5671,NME9,347736,,9606.ENSP00000335444
5672,KNL1,57082,,9606.ENSP00000335463
5673,EMID1,129080,,9606.ENSP00000335481
5674,FOXD2,2306,,9606.ENSP00000335493
5675,SLX4IP,128710,,9606.ENSP00000335557
5676,OR1J2,26740,,9606.ENSP00000335575
5677,TCP11L1,55346,,9606.ENSP00000335595
5678,CMTM7,112616,,9606.ENSP00000335605
5679,SPATA21,374955,,9606.ENSP00000335612
5680,PPFIA3,8541,,9606.ENSP00000335614
5681,BTBD7,55727,,9606.ENSP00000335615
5682,GSTA1,2938,P08263,9606.ENSP00000335620
5683,SPDYA,245711,,9606.ENSP00000335628
5684,CHP,43690,,9606.ENSP00000335632
5685,CHP1,11261,Q99653,9606.ENSP00000335632
5686,FOXK2,3607,,9606.ENSP00000335677
5687,TTC7B,145567,,9606.ENSP00000336127
5688,CEP63,80254,,9606.ENSP00000336524
5689,NR1I2,8856,O75469,9606.ENSP00000336528
5690,CLDN2,9075,,9606.ENSP00000336571
5691,RAD54B,25788,,9606.ENSP00000336606
5692,AP1S1,1174,,9606.ENSP00000336666
5693,CBX3,11335,,9606.ENSP00000336687
5694,RAD51C,5889,,9606.ENSP00000336701
5695,EIF5A,1984,,9606.ENSP00000336702
5696,TNPO1,3842,,9606.ENSP00000336712
5697,LARP1,23367,,9606.ENSP00000336721
5698,TBC1D22A,25771,,9606.ENSP00000336724
5699,GALNT16,57452,,9606.ENSP00000336729
5700,ST6GALNAC4,27090,,9606.ENSP00000336733
5701,LIMK1,3984,P53667,9606.ENSP00000336740
5702,DHX15,1665,,9606.ENSP00000336741
5703,HIP1,3092,,9606.ENSP00000336747
5704,SUPT7L,,,9606.ENSP00000336750
5705,FIP1L1,81608,,9606.ENSP00000336752
5706,ANG,283,,9606.ENSP00000336762
5707,KIR2DL1,3802,,9606.ENSP00000336769
5708,SYNM,23336,,9606.ENSP00000336775
5709,TNRC6C,57690,,9606.ENSP00000336783
5710,ATF4,468,P18848,9606.ENSP00000336790
5711,TUBA1B,10376,,9606.ENSP00000336799
5712,LUZP2,338645,,9606.ENSP00000336817
5713,FGG,2266,,9606.ENSP00000336829
5714,PLS1,5357,,9606.ENSP00000336831
5715,IQCH,64799,,9606.ENSP00000336861
5716,CENPA,1058,,9606.ENSP00000336868
5717,SLC39A9,55334,,9606.ENSP00000336887
5718,NAB1,4664,,9606.ENSP00000336894
5719,FGD3,89846,,9606.ENSP00000336914
5720,ARHGAP10,79658,,9606.ENSP00000336923
5721,PNRC1,10957,,9606.ENSP00000336931
5722,CLPTM1,1209,,9606.ENSP00000336994
5723,HJV,148738,,9606.ENSP00000337014
5724,UNC119,9094,,9606.ENSP00000337040
5725,SEL1L,6400,,9606.ENSP00000337053
5726,NME1,4830,P15531,9606.ENSP00000337060
5727,CXCL14,9547,,9606.ENSP00000337065
5728,MEN1,4221,,9606.ENSP00000337088
5729,CHAT,1103,P28329,9606.ENSP00000337103
5730,EDN3,1908,,9606.ENSP00000337128
5731,SERPINA9,327657,,9606.ENSP00000337133
5732,ENOX2,10495,,9606.ENSP00000337146
5733,AZIN1,51582,,9606.ENSP00000337180
5734,PRP4K,,Q13523,9606.ENSP00000337194
5735,PRPF4B,8899,,9606.ENSP00000337194
5736,LRAT,9227,O95237,9606.ENSP00000337224
5737,CDCA4,55038,,9606.ENSP00000337226
5738,ARHGEF1,9138,,9606.ENSP00000337261
5739,SIRT6,51548,,9606.ENSP00000337332
5740,SLC22A8,9376,Q8TCC7,9606.ENSP00000337335
5741,TDP1,55775,,9606.ENSP00000337353
5742,LIPA,3988,,9606.ENSP00000337354
5743,ZNF224,7767,,9606.ENSP00000337368
5744,NLRP3,114548,,9606.ENSP00000337383
5745,ZFP36L1,677,,9606.ENSP00000337386
5746,UXT,8409,,9606.ENSP00000337393
5747,HYAL3,8372,,9606.ENSP00000337425
5748,IL17F,112744,,9606.ENSP00000337432
5749,DACT1,51339,,9606.ENSP00000337439
5750,NXN,64359,,9606.ENSP00000337443
5751,ELAC2,60528,,9606.ENSP00000337445
5752,STARD3,10948,,9606.ENSP00000337446
5753,CYP3A7,1551,P24462,9606.ENSP00000337450
5754,CYP3A7-CYP3A51P,100861540,,9606.ENSP00000337450
5755,EPHA3,2042,P29320,9606.ENSP00000337451
5756,NIPA1,123606,,9606.ENSP00000337452
5757,ARL17B,100506084,,9606.ENSP00000337478
5758,FBXO40,51725,,9606.ENSP00000337510
5759,CMTR2,55783,,9606.ENSP00000337512
5760,SRA1,10011,,9606.ENSP00000337513
5761,DGKH,160851,,9606.ENSP00000337572
5762,GGTLC1,92086,,9606.ENSP00000337587
5763,LIMS1,3987,,9606.ENSP00000337598
5764,NIPA2,81614,,9606.ENSP00000337618
5765,RNASEH2B,79621,,9606.ENSP00000337623
5766,SARNP,84324,,9606.ENSP00000337632
5767,PPP2R5E,5529,,9606.ENSP00000337641
5768,EBAG9,9166,,9606.ENSP00000337675
5769,SEC62,7095,,9606.ENSP00000337688
5770,MAPK15,225689,Q8TD08,9606.ENSP00000337691
5771,PNPLA2,57104,,9606.ENSP00000337701
5772,CIDEB,27141,,9606.ENSP00000337731
5773,RUNDC3B,154661,,9606.ENSP00000337732
5774,KLK5,25818,,9606.ENSP00000337733
5775,ISYNA1,51477,Q9NPH2,9606.ENSP00000337746
5776,PIDD1,55367,,9606.ENSP00000337797
5777,SPAG17,200162,,9606.ENSP00000337804
5778,MMP25,64386,Q9NPA2,9606.ENSP00000337816
5779,RTN4,57142,,9606.ENSP00000337838
5780,HEXD,284004,,9606.ENSP00000337854
5781,OVOL1,5017,,9606.ENSP00000337862
5782,MPP7,143098,,9606.ENSP00000337907
5783,PACRG,135138,,9606.ENSP00000337946
5784,HTR7,3363,P34969,9606.ENSP00000337949
5785,GDPD5,81544,,9606.ENSP00000337972
5786,SUV39H1,6839,,9606.ENSP00000337976
5787,SPTY2D1,144108,,9606.ENSP00000337991
5788,IL21R,50615,,9606.ENSP00000338010
5789,DNAJB2,,,9606.ENSP00000338019
5790,STARD7,56910,,9606.ENSP00000338030
5791,SPRYD4,283377,,9606.ENSP00000338034
5792,PSMF1,,,9606.ENSP00000338039
5793,HBG2,3048,,9606.ENSP00000338082
5794,TARS3,123283,,9606.ENSP00000338093
5795,TESK1,7016,Q15569,9606.ENSP00000338127
5796,KLRD1,3824,,9606.ENSP00000338130
5797,ZBTB16,7704,,9606.ENSP00000338157
5798,SKAP1,8631,,9606.ENSP00000338171
5799,PUM2,23369,,9606.ENSP00000338173
5800,PLCB1,23236,,9606.ENSP00000338185
5801,EED,8726,,9606.ENSP00000338186
5802,SNTB2,6645,,9606.ENSP00000338191
5803,LMO1,4004,,9606.ENSP00000338207
5804,MTDH,92140,,9606.ENSP00000338235
5805,HEY1,23462,,9606.ENSP00000338272
5806,CRISP1,167,,9606.ENSP00000338276
5807,NPAS2,4862,,9606.ENSP00000338283
5808,SGCD,6444,,9606.ENSP00000338343
5809,CELA3B,23436,,9606.ENSP00000338369
5810,UBA1,7317,,9606.ENSP00000338413
5811,MGAT4B,11282,,9606.ENSP00000338487
5812,AGTPBP1,23287,,9606.ENSP00000338512
5813,FAM53B,9679,,9606.ENSP00000338532
5814,STX3,6809,,9606.ENSP00000338562
5815,TASP1,55617,,9606.ENSP00000338624
5816,SLC6A16,28968,,9606.ENSP00000338627
5817,RERE,473,,9606.ENSP00000338629
5818,MS4A4A,51338,,9606.ENSP00000338648
5819,RHOBTB1,9886,,9606.ENSP00000338671
5820,CDK10,8558,,9606.ENSP00000338673
5821,UGP2,7360,,9606.ENSP00000338703
5822,CCDC88A,55704,,9606.ENSP00000338728
5823,NPHP3,27031,,9606.ENSP00000338766
5824,ASAP3,55616,,9606.ENSP00000338769
5825,AP3S2,10239,,9606.ENSP00000338777
5826,STARD13,90627,,9606.ENSP00000338785
5827,ZC3H15,55854,,9606.ENSP00000338788
5828,SSX2,6757,,9606.ENSP00000338796
5829,SSX2B,727837,,9606.ENSP00000338796
5830,NFAT5,10725,,9606.ENSP00000338806
5831,C1QTNF6,114904,,9606.ENSP00000338812
5832,BAG5,9529,,9606.ENSP00000338814
5833,SEC23B,10483,,9606.ENSP00000338844
5834,RASGRP2,10235,,9606.ENSP00000338864
5835,EZR,7430,,9606.ENSP00000338934
5836,ATG101,60673,,9606.ENSP00000338990
5837,TUBB,203068,P07437,9606.ENSP00000339001
5838,FOXG1,2290,,9606.ENSP00000339004
5839,ATAD1,84896,,9606.ENSP00000339017
5840,ZFP91,80829,,9606.ENSP00000339030
5841,EEF1A1,1915,P68104,9606.ENSP00000339063
5842,ANAPC1,64682,,9606.ENSP00000339109
5843,ERAS,3266,,9606.ENSP00000339136
5844,RRP1B,23076,,9606.ENSP00000339145
5845,CPM,1368,,9606.ENSP00000339157
5846,AIDA,64853,,9606.ENSP00000339161
5847,GRAP2,9402,,9606.ENSP00000339186
5848,CAV1,857,,9606.ENSP00000339191
5849,DPP8,54878,,9606.ENSP00000339208
5850,SLC6A13,6540,,9606.ENSP00000339260
5851,TRIO,7204,,9606.ENSP00000339299
5852,ZNF70,7621,,9606.ENSP00000339314
5853,PLAUR,5329,Q03405,9606.ENSP00000339328
5854,LGALS12,85329,,9606.ENSP00000339374
5855,RGS12,6002,,9606.ENSP00000339381
5856,HLA-DQA1,3117,,9606.ENSP00000339398
5857,ASCC1,51008,,9606.ENSP00000339404
5858,SRR,63826,Q9GZT4,9606.ENSP00000339435
5859,CFAP52,146845,,9606.ENSP00000339449
5860,RHOG,391,,9606.ENSP00000339467
5861,ICOSLG,23308,,9606.ENSP00000339477
5862,NT5C2,22978,P49902,9606.ENSP00000339479
5863,ZFAND4,93550,,9606.ENSP00000339484
5864,NELFB,25920,,9606.ENSP00000339495
5865,DFFB,1677,,9606.ENSP00000339524
5866,FOXO3,2309,,9606.ENSP00000339527
5867,H1-2,3006,,9606.ENSP00000339566
5868,RHD,6007,,9606.ENSP00000339577
5869,GSDME,1687,,9606.ENSP00000339587
5870,KIR2DL4,3805,,9606.ENSP00000339634
5871,BRAT1,221927,,9606.ENSP00000339637
5872,TRIM2,23321,,9606.ENSP00000339659
5873,RASSF4,83937,,9606.ENSP00000339692
5874,NDUFA4,4697,,9606.ENSP00000339720
5875,CIR1,9541,,9606.ENSP00000339723
5876,THBS4,7060,,9606.ENSP00000339730
5877,ARL4C,10123,,9606.ENSP00000339754
5878,PRDM8,56978,,9606.ENSP00000339764
5879,ZNF433,163059,,9606.ENSP00000339767
5880,ACSL4,2182,O60488,9606.ENSP00000339787
5881,RPL7,6129,,9606.ENSP00000339795
5882,IDS,3423,,9606.ENSP00000339801
5883,TSLP,85480,,9606.ENSP00000339804
5884,ZNF546,339327,,9606.ENSP00000339823
5885,FGFR3,2261,P22607,9606.ENSP00000339824
5886,PIK3AP1,118788,,9606.ENSP00000339826
5887,CLCN1,1180,,9606.ENSP00000339867
5888,LBR,3930,,9606.ENSP00000339883
5889,FLRT3,23767,,9606.ENSP00000339912
5890,LIMK2,3985,P53671,9606.ENSP00000339916
5891,PKLR,5313,P30613,9606.ENSP00000339933
5892,MYB,4602,,9606.ENSP00000339992
5893,HSPD1,3329,,9606.ENSP00000340019
5894,THEG,51298,,9606.ENSP00000340088
5895,PPP1R17,10842,,9606.ENSP00000340125
5896,RBPMS,11030,,9606.ENSP00000340176
5897,aac,,P9WQG9,9606.ENSP00000340200
5898,GLYAT,10249,Q6IB77,9606.ENSP00000340200
5899,CORO1B,57175,,9606.ENSP00000340211
5900,LMX1A,4009,,9606.ENSP00000340226
5901,SERINC3,10955,,9606.ENSP00000340243
5902,TAF3,83860,,9606.ENSP00000340271
5903,PARK7,11315,,9606.ENSP00000340278
5904,SSX2IP,117178,,9606.ENSP00000340279
5905,DLK1,8788,,9606.ENSP00000340292
5906,UBE2V1,7335,,9606.ENSP00000340305
5907,NYX,60506,,9606.ENSP00000340328
5908,CAPRIN1,4076,,9606.ENSP00000340329
5909,KAT5,10524,,9606.ENSP00000340330
5910,TCF7,6932,,9606.ENSP00000340347
5911,ACVR2B,93,,9606.ENSP00000340361
5912,DYRK1A,1859,Q13627,9606.ENSP00000340373
5913,SMPD1,6609,P17405,9606.ENSP00000340409
5914,ERMP1,79956,,9606.ENSP00000340427
5915,RTL6,84247,,9606.ENSP00000340434
5916,RAP1GDS1,5910,,9606.ENSP00000340454
5917,GANAB,23193,,9606.ENSP00000340466
5918,CARMIL3,90668,,9606.ENSP00000340467
5919,ZNF395,55893,,9606.ENSP00000340494
5920,SENP8,123228,,9606.ENSP00000340505
5921,TRIM24,8805,,9606.ENSP00000340507
5922,PPL,5493,,9606.ENSP00000340510
5923,ZNF14,7561,,9606.ENSP00000340514
5924,UTS2B,257313,,9606.ENSP00000340526
5925,RASSF6,166824,,9606.ENSP00000340578
5926,RTL4,340595,,9606.ENSP00000340590
5927,UBE3B,89910,,9606.ENSP00000340596
5928,SGK2,10110,,9606.ENSP00000340608
5929,DUPD1,338599,,9606.ENSP00000340609
5930,HUWE1,10075,,9606.ENSP00000340648
5931,ELSPBP1,64100,,9606.ENSP00000340660
5932,ARMCX3,51566,,9606.ENSP00000340672
5933,MAOA,4128,P21397,9606.ENSP00000340684
5934,ADGRL1,22859,,9606.ENSP00000340688
5935,EIF4EBP1,1978,,9606.ENSP00000340691
5936,GYG1,2992,,9606.ENSP00000340736
5937,CFAP65,255101,,9606.ENSP00000340776
5938,ZNF326,284695,,9606.ENSP00000340796
5939,GJB5,2709,,9606.ENSP00000340811
5940,MAPT,4137,P10636,9606.ENSP00000340820
5941,OSTF1,26578,,9606.ENSP00000340836
5942,C1QTNF1,114897,,9606.ENSP00000340864
5943,MEF2C,4208,,9606.ENSP00000340874
5944,SMARCB1,6598,,9606.ENSP00000340883
5945,ASH2L,9070,,9606.ENSP00000340896
5946,MIA3,375056,,9606.ENSP00000340900
5947,TRPC6,7225,,9606.ENSP00000340913
5948,DMP1,1758,,9606.ENSP00000340935
5949,CLDN18,51208,,9606.ENSP00000340939
5950,CRHR2,1395,,9606.ENSP00000340943
5951,SPAG8,26206,,9606.ENSP00000340982
5952,SFN,2810,,9606.ENSP00000340989
5953,NTN4,59277,,9606.ENSP00000340998
5954,AMTN,401138,,9606.ENSP00000341013
5955,NANOS2,339345,,9606.ENSP00000341021
5956,CSN2,1447,,9606.ENSP00000341030
5957,WNT7B,7477,,9606.ENSP00000341032
5958,ACACB,32,O00763,9606.ENSP00000341044
5959,UGT2B15,7366,P54855,9606.ENSP00000341045
5960,ARHGEF3,50650,,9606.ENSP00000341071
5961,NPR2,4882,,9606.ENSP00000341083
5962,HMX2,3167,,9606.ENSP00000341108
5963,SIGLEC1,6614,,9606.ENSP00000341141
5964,CERKL,375298,,9606.ENSP00000341159
5965,PTN,5764,,9606.ENSP00000341170
5966,MTSS2,92154,,9606.ENSP00000341171
5967,PTK2,5747,Q05397,9606.ENSP00000341189
5968,NEO1,4756,,9606.ENSP00000341198
5969,CHST4,10164,,9606.ENSP00000341206
5970,STAT5A,6776,,9606.ENSP00000341208
5971,RAB5IF,55969,,9606.ENSP00000341213
5972,H1-6,3010,,9606.ENSP00000341214
5973,ZNF695,57116,,9606.ENSP00000341236
5974,TRADD,8717,,9606.ENSP00000341268
5975,JARID2,3720,,9606.ENSP00000341280
5976,TUBB4B,10383,P68371,9606.ENSP00000341289
5977,WNK1,65125,,9606.ENSP00000341292
5978,KLHL6,89857,,9606.ENSP00000341342
5979,TEKT1,83659,,9606.ENSP00000341346
5980,RNF13,11342,,9606.ENSP00000341361
5981,TMEM230,29058,,9606.ENSP00000341364
5982,SMC4,10051,,9606.ENSP00000341382
5983,P4HTM,54681,Q9NXG6,9606.ENSP00000341422
5984,RANBP3,8498,,9606.ENSP00000341483
5985,SYDE1,85360,,9606.ENSP00000341489
5986,SEPTIN6,23157,,9606.ENSP00000341524
5987,ZNF34,80778,,9606.ENSP00000341528
5988,TCAIM,285343,,9606.ENSP00000341539
5989,SLC24A5,283652,,9606.ENSP00000341550
5990,SMAD4,4089,,9606.ENSP00000341551
5991,B4GALNT1,2583,,9606.ENSP00000341562
5992,FAM111B,374393,,9606.ENSP00000341565
5993,C15orf48,84419,,9606.ENSP00000341610
5994,CYB5A,1528,,9606.ENSP00000341625
5995,NCR3LG1,374383,,9606.ENSP00000341637
5996,THYN1,29087,,9606.ENSP00000341657
5997,AGMO,392636,,9606.ENSP00000341662
5998,DTNBP1,84062,,9606.ENSP00000341680
5999,ENSA,2029,,9606.ENSP00000341743
6000,BSPH1,100131137,,9606.ENSP00000341762
6001,SPATA16,83893,,9606.ENSP00000341765
6002,PPP1CC,5501,,9606.ENSP00000341779
6003,ADIPOR1,51094,,9606.ENSP00000341785
6004,SOX18,54345,,9606.ENSP00000341815
6005,FPR3,2359,,9606.ENSP00000341821
6006,HNRNPA1,3178,,9606.ENSP00000341826
6007,TNNI3,7137,,9606.ENSP00000341838
6008,ETV7,51513,,9606.ENSP00000341843
6009,RIOK3,8780,O14730,9606.ENSP00000341874
6010,RPS2,6187,,9606.ENSP00000341885
6011,CAV3,859,,9606.ENSP00000341940
6012,TP53BP2,7159,,9606.ENSP00000341957
6013,FOXD4L3,286380,,9606.ENSP00000341961
6014,NANOS3,342977,,9606.ENSP00000341992
6015,ZNF93,81931,,9606.ENSP00000342002
6016,CYP1A2,1544,P05177,9606.ENSP00000342007
6017,DMKN,93099,,9606.ENSP00000342012
6018,ZNF189,7743,,9606.ENSP00000342019
6019,FBXO38,81545,,9606.ENSP00000342023
6020,PRDX6,9588,,9606.ENSP00000342026
6021,CS,1431,O75390,9606.ENSP00000342056
6022,SLPI,6590,,9606.ENSP00000342082
6023,OBP2A,29991,Q9NY56,9606.ENSP00000342097
6024,SPINT1,6692,,9606.ENSP00000342098
6025,DYRK2,8445,,9606.ENSP00000342105
6026,SERPINA12,145264,,9606.ENSP00000342109
6027,ICAM4,3386,,9606.ENSP00000342114
6028,HHIPL2,79802,,9606.ENSP00000342118
6029,CREB3,10488,,9606.ENSP00000342136
6030,PDZK1,5174,,9606.ENSP00000342143
6031,EVC2,132884,,9606.ENSP00000342144
6032,NCR3,259197,,9606.ENSP00000342156
6033,TEX9,374618,,9606.ENSP00000342169
6034,LRRIQ4,344657,,9606.ENSP00000342188
6035,BTNL8,79908,,9606.ENSP00000342197
6036,KIR2DL3,3804,,9606.ENSP00000342215
6037,KIR2DS5,3810,,9606.ENSP00000342215
6038,TRPV2,51393,Q9Y5S1,9606.ENSP00000342222
6039,ERBB4,2066,Q15303,9606.ENSP00000342235
6040,NUP43,348995,,9606.ENSP00000342262
6041,SLC25A15,10166,,9606.ENSP00000342267
6042,OAS2,4939,,9606.ENSP00000342278
6043,ANKRD55,79722,,9606.ENSP00000342295
6044,FOXM1,2305,,9606.ENSP00000342307
6045,BORCS7,119032,,9606.ENSP00000342331
6046,FAM180A,389558,,9606.ENSP00000342336
6047,NRF1,4899,,9606.ENSP00000342351
6048,OSTN,344901,,9606.ENSP00000342356
6049,SNRPD2,,P62316,9606.ENSP00000342374
6050,PTGES,9536,,9606.ENSP00000342385
6051,MESP2,145873,,9606.ENSP00000342392
6052,BAZ1B,9031,,9606.ENSP00000342434
6053,PYCR2,29920,,9606.ENSP00000342502
6054,IFI6,2537,,9606.ENSP00000342513
6055,STMN4,,Q9H169,9606.ENSP00000342538
6056,HRH3,11255,Q9Y5N1,9606.ENSP00000342560
6057,TREML4,285852,,9606.ENSP00000342570
6058,FAM184A,79632,,9606.ENSP00000342604
6059,ACER2,340485,,9606.ENSP00000342609
6060,PDE4B,5142,Q07343,9606.ENSP00000342637
6061,CD5,921,,9606.ENSP00000342681
6062,RNF41,10193,,9606.ENSP00000342755
6063,PPM1G,5496,,9606.ENSP00000342778
6064,PLD1,5337,Q13393,9606.ENSP00000342793
6065,USP9Y,8287,,9606.ENSP00000342812
6066,NKX2-3,159296,,9606.ENSP00000342828
6067,YPEL1,29799,,9606.ENSP00000342832
6068,LYSMD4,145748,,9606.ENSP00000342840
6069,NOXA1,10811,,9606.ENSP00000342848
6070,SERPINA6,866,P08185,9606.ENSP00000342850
6071,FERMT2,10979,,9606.ENSP00000342858
6072,POLR2K,5440,,9606.ENSP00000342889
6073,MCPH1,79648,,9606.ENSP00000342924
6074,POU1F1,5449,,9606.ENSP00000342931
6075,ADCY2,108,Q08462,9606.ENSP00000342952
